student_id,attendance,internal1,internal2,assignments,study_hours,previous_marks,final_score
S3457,78.59,73.67,56.45,30.59,0.67,46.1,44.81
S3458,82.5,48.9,29.72,74.53,1.48,77.82,59.37
S3459,82.08,35.74,61.13,79.93,5.7,61.75,68.09
S3460,76.14,49.1,34.33,55.55,4.93,59.6,42.94
S3461,86.14,59.42,100.0,58.43,3.04,66.87,68.17
S3462,82.23,38.74,44.62,54.8,0.06,62.11,47.69
S3463,56.44,39.27,59.09,52.66,1.0,30.99,48.59
S3464,88.04,98.0,66.65,83.87,2.75,56.66,72.59
S3465,88.31,44.51,56.8,46.39,0.33,80.22,65.42
S3466,63.55,54.19,56.78,64.69,3.88,39.39,51.35
S3467,75.57,53.39,69.59,51.89,5.9,46.47,51.45
S3468,85.25,52.42,89.47,40.89,1.05,57.74,59.31
S3469,71.86,71.18,75.82,87.4,2.94,52.66,65.06
S3470,91.09,77.07,88.61,59.6,0.38,64.53,74.65
S3471,100.0,54.49,43.16,73.77,2.82,46.42,59.41
S3472,63.21,37.74,67.71,39.84,0.05,58.41,51.38
S3473,54.28,82.94,64.79,55.16,0.39,64.18,53.26
S3474,79.56,58.28,68.32,85.12,2.97,76.03,65.3
S3475,85.82,91.15,86.77,100.0,2.99,86.16,77.44
S3476,71.54,19.58,58.03,30.48,2.46,60.55,40.18
S3477,96.8,63.52,54.7,65.98,1.56,97.1,75.88
S3478,54.92,94.53,71.61,78.25,2.7,61.87,61.94
S3479,85.39,53.64,29.99,57.68,3.57,79.09,54.33
S3480,65.91,55.94,57.74,86.99,8.15,97.84,72.39
S3481,100.0,65.32,59.58,52.67,5.27,67.37,71.75
S3482,100.0,49.94,45.43,73.08,3.8,41.65,70.95
S3483,63.5,54.38,81.03,59.56,2.85,66.55,62.87
S3484,66.76,53.92,42.88,94.39,2.05,54.6,53.09
S3485,87.89,48.71,59.55,56.47,0.31,60.33,70.63
S3486,69.19,82.12,67.28,62.96,0.43,98.74,70.21
S3487,74.32,68.3,86.36,88.91,4.12,44.21,68.4
S3488,75.38,64.51,61.81,49.44,3.9,70.11,60.83
S3489,46.2,74.55,78.85,71.38,2.29,50.08,60.17
S3490,74.79,55.24,74.61,33.55,1.39,59.77,54.95
S3491,64.65,46.06,64.22,48.24,0.06,77.66,45.0
S3492,67.6,49.15,42.39,77.64,0.95,70.41,64.13
S3493,96.65,60.03,36.18,50.19,1.31,61.17,57.57
S3494,56.15,40.93,63.92,59.11,1.6,53.95,51.17
S3495,87.2,51.0,52.23,79.86,6.36,70.37,77.11
S3496,70.82,50.71,78.55,58.42,0.28,94.03,57.76
S3497,70.8,98.24,75.43,86.46,1.76,49.68,75.18
S3498,86.86,10.07,58.68,74.31,1.1,97.5,52.16
S3499,80.1,56.77,41.16,78.71,11.08,85.39,67.42
S3500,83.56,91.06,71.19,94.82,4.75,88.28,79.98
S3501,89.52,62.19,43.68,76.4,1.39,70.24,67.48
S3502,70.03,73.56,48.35,100.0,12.0,84.91,78.63
S3503,65.82,61.8,44.37,88.23,1.73,47.85,53.1
S3504,58.72,47.99,59.51,59.53,0.44,53.64,59.19
S3505,62.62,19.65,83.06,95.86,1.95,78.02,68.28
S3506,100.0,63.7,61.91,75.28,0.62,70.03,67.22
S3507,93.67,46.04,54.02,62.11,2.43,62.48,60.17
S3508,54.73,45.59,34.54,75.57,6.65,22.46,43.65
S3509,55.16,51.02,71.94,92.25,3.7,57.6,58.0
S3510,82.23,91.41,47.95,79.1,0.77,45.04,57.96
S3511,83.21,100.0,64.12,100.0,0.85,73.39,81.05
S3512,83.23,63.91,55.62,91.73,0.17,61.75,52.43
S3513,71.18,51.63,77.09,80.46,0.81,54.32,57.26
S3514,73.12,38.81,59.17,49.48,0.23,100.0,55.14
S3515,79.92,68.43,60.94,66.41,1.66,82.65,72.71
S3516,76.29,92.09,70.74,71.43,2.96,82.95,68.86
S3517,41.71,55.55,99.92,83.93,3.34,100.0,68.35
S3518,71.55,17.18,77.99,82.75,0.15,78.64,56.79
S3519,62.23,72.06,60.41,73.39,1.0,51.89,64.42
S3520,77.63,77.74,62.06,72.41,0.82,49.91,65.88
S3521,100.0,31.45,52.55,84.41,0.26,81.4,67.72
S3522,80.51,63.18,44.9,52.83,1.08,29.99,49.9
S3523,70.3,68.12,52.05,100.0,0.85,63.68,57.32
S3524,88.83,58.68,48.1,29.06,2.42,28.09,54.14
S3525,82.24,45.77,73.76,99.11,5.16,66.68,65.65
S3526,81.3,78.29,42.72,69.1,1.46,79.52,63.75
S3527,84.1,52.74,86.0,90.05,3.3,69.75,72.81
S3528,100.0,33.27,75.54,77.28,0.38,80.95,74.09
S3529,58.04,23.11,62.37,76.92,5.41,98.4,60.41
S3530,82.1,82.7,62.01,81.09,0.4,62.56,64.0
S3531,61.1,71.1,51.97,86.18,0.51,100.0,56.2
S3532,83.33,61.58,66.86,63.42,0.27,68.62,73.28
S3533,61.22,52.08,81.59,90.7,0.89,81.14,54.7
S3534,68.74,50.48,49.34,48.31,1.93,54.61,48.11
S3535,70.57,40.64,34.4,69.89,10.61,92.53,61.57
S3536,89.64,52.23,74.66,86.72,3.78,82.71,80.79
S3537,88.78,21.84,67.84,89.9,1.15,90.01,62.05
S3538,56.31,46.75,41.84,79.22,2.06,65.93,51.46
S3539,75.82,54.4,48.8,62.13,2.34,43.66,49.2
S3540,64.36,70.98,46.54,87.93,4.15,72.83,62.9
S3541,56.12,59.28,48.96,56.61,3.2,36.15,42.48
S3542,71.74,74.31,56.17,100.0,2.02,59.28,61.47
S3543,70.37,84.28,57.2,68.31,2.65,68.25,68.87
S3544,100.0,79.05,50.29,39.21,3.29,100.0,65.79
S3545,81.49,68.47,48.35,46.11,0.34,70.42,63.37
S3546,54.34,60.21,57.88,70.87,0.54,67.37,53.92
S3547,66.53,42.35,65.02,72.8,2.8,63.93,48.6
S3548,90.32,73.32,56.31,100.0,4.56,42.18,77.01
S3549,100.0,90.24,82.86,49.23,1.26,66.46,66.39
S3550,51.21,66.16,71.15,70.79,9.38,66.75,58.63
S3551,46.8,94.51,33.36,48.81,0.58,48.53,48.54
S3552,100.0,32.54,71.43,60.15,1.29,44.83,65.98
S3553,80.84,39.23,72.9,100.0,1.14,56.81,60.73
S3554,61.98,75.39,54.17,47.27,6.39,66.1,52.74
S3555,83.02,64.76,35.09,81.74,0.81,57.22,60.09
S3556,35.46,83.65,62.15,77.86,1.53,47.14,53.9
S3557,75.05,59.72,61.86,69.52,0.5,69.92,57.94
S3558,79.92,44.38,41.81,80.39,1.77,74.16,58.87
S3559,88.86,56.16,35.88,46.8,4.67,67.06,49.46
S3560,59.79,32.41,60.42,100.0,0.87,55.43,44.16
S3561,76.29,39.69,57.8,100.0,4.0,75.11,75.91
S3562,61.12,77.5,54.49,70.94,5.81,61.76,62.03
S3563,78.83,75.71,60.5,100.0,0.18,44.79,67.56
S3564,61.57,66.53,42.15,62.02,3.39,82.62,51.7
S3565,68.88,29.02,54.17,78.01,0.71,71.01,58.4
S3566,60.06,53.55,71.6,98.64,0.46,62.97,58.17
S3567,84.77,37.95,55.7,60.82,2.21,38.29,37.26
S3568,87.88,81.18,31.9,42.37,2.93,52.34,54.24
S3569,71.48,49.49,53.49,37.77,1.21,99.32,52.98
S3570,75.57,40.46,42.74,100.0,0.1,39.36,53.5
S3571,53.27,60.54,66.81,59.42,5.74,60.73,55.45
S3572,70.5,48.48,67.74,66.29,3.15,64.72,54.99
S3573,74.25,86.71,32.14,47.74,0.76,70.45,52.47
S3574,100.0,46.77,75.66,88.97,1.65,39.55,65.82
S3575,58.32,34.81,41.98,54.37,0.07,67.96,35.05
S3576,96.96,21.25,90.07,60.17,0.99,36.34,47.91
S3577,89.95,59.45,61.12,75.99,1.77,66.66,66.14
S3578,79.21,49.89,39.56,48.72,1.75,53.91,51.95
S3579,100.0,34.28,41.44,66.43,0.56,50.28,60.69
S3580,80.58,81.41,68.27,98.04,3.6,79.19,72.97
S3581,80.84,72.01,54.96,78.57,0.85,60.99,56.75
S3582,74.2,59.49,60.26,72.61,2.08,73.05,50.1
S3583,93.35,84.56,91.03,74.3,0.76,73.62,72.0
S3584,91.45,71.93,49.41,62.22,1.33,86.59,68.32
S3585,65.61,45.19,63.08,100.0,0.56,44.46,66.43
S3586,55.21,41.29,87.56,53.76,2.41,80.62,57.23
S3587,71.96,74.72,66.87,74.22,1.33,65.28,57.35
S3588,63.0,67.13,33.08,72.3,0.04,58.57,47.24
S3589,74.05,63.06,71.1,90.18,0.07,45.46,58.36
S3590,93.56,44.76,41.07,92.06,1.53,75.31,60.23
S3591,68.14,70.94,87.32,69.36,0.49,49.32,70.99
S3592,74.36,46.4,47.19,75.81,2.11,73.8,64.31
S3593,75.87,58.16,100.0,76.57,1.26,97.77,71.46
S3594,87.73,86.04,88.41,24.56,2.55,81.66,71.05
S3595,41.3,48.1,47.66,38.22,7.31,88.65,42.94
S3596,65.9,31.69,62.36,57.9,1.81,52.78,39.89
S3597,78.17,41.05,75.57,58.77,3.72,77.97,72.07
S3598,93.0,77.9,76.11,46.01,3.36,45.55,53.25
S3599,67.62,64.59,69.96,84.99,6.12,61.03,54.71
S3600,46.85,57.68,84.54,70.04,0.58,94.6,71.19
S3601,84.3,50.84,59.79,65.71,4.22,54.67,60.73
S3602,65.47,68.74,55.4,44.88,5.66,83.89,52.39
S3603,57.16,44.72,55.76,69.11,1.2,82.27,57.67
S3604,65.63,65.5,77.45,17.47,0.9,83.27,61.04
S3605,72.23,46.84,68.57,66.74,7.29,43.46,51.15
S3606,65.93,43.84,67.24,71.26,2.37,73.93,54.77
S3607,41.92,48.53,76.31,74.84,1.15,62.34,58.74
S3608,88.46,53.24,25.08,38.72,3.77,83.5,48.92
S3609,94.12,59.12,67.58,74.5,0.87,36.86,65.86
S3610,84.77,64.24,65.93,49.17,0.47,71.25,70.51
S3611,57.93,0.0,92.04,53.75,1.88,68.85,34.43
S3612,71.98,45.46,34.49,84.36,2.0,31.17,48.71
S3613,74.9,52.95,90.03,100.0,4.19,49.95,70.98
S3614,83.98,87.09,63.36,71.03,1.47,33.89,55.11
S3615,85.03,40.56,70.8,53.66,4.04,52.65,55.69
S3616,63.99,62.93,92.17,73.77,0.9,74.34,72.23
S3617,76.23,86.91,72.09,88.78,2.06,68.32,67.81
S3618,81.86,36.37,69.21,82.42,0.56,67.88,52.11
S3619,96.84,67.09,66.36,100.0,1.17,47.32,78.0
S3620,85.57,45.56,53.3,55.69,4.68,84.05,62.93
S3621,86.84,50.92,61.49,75.04,0.58,64.68,61.79
S3622,76.26,45.54,49.12,100.0,3.99,65.57,60.96
S3623,96.16,46.83,61.2,99.72,0.8,80.99,75.27
S3624,81.15,100.0,19.95,31.0,0.08,48.15,55.55
S3625,62.08,75.2,69.72,69.93,0.28,68.89,65.9
S3626,96.05,79.83,59.81,99.69,3.29,72.2,71.6
S3627,85.47,68.86,55.95,100.0,0.73,55.73,55.76
S3628,68.35,31.09,65.96,84.08,2.55,76.09,61.72
S3629,67.81,67.11,36.2,62.64,2.88,73.11,62.37
S3630,79.45,79.31,96.73,49.82,1.02,63.28,68.03
S3631,81.95,44.64,60.15,100.0,1.55,62.75,68.82
S3632,77.96,77.38,59.37,84.57,1.24,73.9,65.53
S3633,79.67,72.68,44.62,53.04,7.07,78.4,62.16
S3634,100.0,93.34,62.43,65.94,0.93,66.07,83.63
S3635,91.07,52.48,86.97,76.2,0.49,84.04,68.99
S3636,77.86,40.24,80.65,80.88,1.09,76.19,61.84
S3637,89.12,53.49,77.38,52.01,2.66,34.6,49.82
S3638,59.51,85.84,71.84,57.72,2.87,41.12,64.76
S3639,80.97,27.09,55.55,36.94,6.19,85.1,49.65
S3640,100.0,22.77,35.9,90.8,5.12,60.8,59.88
S3641,71.73,61.61,58.38,63.17,0.82,67.79,56.7
S3642,62.29,52.03,57.75,79.33,1.46,84.37,55.92
S3643,65.22,60.14,80.88,98.45,3.3,64.89,66.71
S3644,58.66,77.02,67.57,74.4,5.96,65.63,64.04
S3645,63.23,50.05,91.02,67.74,0.99,50.23,66.76
S3646,69.44,26.29,83.55,73.88,1.41,71.29,67.37
S3647,53.92,96.8,53.78,71.26,5.51,74.97,68.44
S3648,75.23,42.05,29.69,94.92,1.07,55.18,61.07
S3649,88.53,40.94,86.94,76.22,1.57,49.33,69.98
S3650,61.38,79.87,86.47,59.11,5.64,100.0,73.27
S3651,97.79,53.08,37.41,90.96,3.89,63.42,73.21
S3652,82.66,58.86,89.17,94.61,0.67,53.38,62.28
S3653,90.46,68.69,68.88,43.23,0.94,77.01,60.68
S3654,65.13,79.5,64.89,100.0,1.04,64.14,62.17
S3655,87.82,54.0,91.07,77.29,5.85,46.54,68.33
S3656,58.62,87.36,86.2,75.67,12.0,73.21,78.15
S3657,88.35,21.56,73.72,90.13,3.57,50.5,54.81
S3658,77.58,73.68,70.52,58.66,1.59,91.8,70.02
S3659,83.3,44.89,73.1,89.08,0.02,73.41,61.61
S3660,57.37,84.7,54.8,62.46,2.87,60.29,56.99
S3661,61.57,62.56,61.01,40.5,1.18,66.86,54.66
S3662,83.96,47.89,45.76,50.04,2.41,80.36,66.55
S3663,60.77,71.93,56.01,81.34,2.24,68.16,56.64
S3664,81.95,76.08,55.4,51.09,1.57,100.0,64.75
S3665,54.49,71.55,50.56,100.0,6.93,84.31,58.48
S3666,87.72,41.47,64.46,93.79,0.06,73.29,60.21
S3667,56.51,51.29,56.17,96.67,2.99,49.07,50.0
S3668,83.28,59.93,71.04,72.5,1.27,62.5,66.24
S3669,84.38,59.26,32.8,75.16,3.0,73.14,62.15
S3670,64.55,73.5,59.96,46.13,2.7,51.01,60.32
S3671,83.73,23.73,64.37,89.92,0.02,86.99,56.23
S3672,78.91,66.02,56.41,77.6,0.81,48.44,64.15
S3673,66.92,54.78,58.9,81.35,0.5,54.17,58.01
S3674,59.87,44.91,33.47,100.0,0.44,55.44,51.06
S3675,45.56,46.64,68.42,57.88,3.13,77.65,44.96
S3676,80.24,56.14,73.66,67.48,0.66,51.32,62.52
S3677,51.53,0.0,70.88,76.53,1.55,34.4,43.86
S3678,76.43,47.38,80.7,51.29,0.68,83.5,61.72
S3679,71.05,44.24,65.63,66.25,2.08,57.45,58.86
S3680,85.19,69.59,70.62,79.86,3.06,46.84,71.7
S3681,70.47,45.5,64.81,63.49,0.96,52.17,48.31
S3682,70.06,56.13,74.38,96.18,2.22,94.18,67.27
S3683,85.98,87.76,33.61,39.78,4.18,53.83,62.3
S3684,80.03,77.9,45.92,92.46,0.24,62.9,63.44
S3685,79.74,76.24,90.56,83.22,2.98,57.4,78.77
S3686,82.04,51.0,17.71,58.62,0.94,44.04,48.46
S3687,51.97,69.77,59.48,51.51,0.31,52.37,40.23
S3688,86.35,55.79,83.1,28.39,1.89,42.88,63.9
S3689,84.19,56.47,60.32,54.1,0.62,81.25,60.25
S3690,59.75,67.37,54.71,90.94,4.13,66.71,51.12
S3691,71.34,49.25,64.33,68.88,0.11,100.0,59.42
S3692,74.41,86.87,55.64,93.26,0.25,52.95,58.9
S3693,72.98,57.12,62.56,57.6,1.77,50.4,61.26
S3694,80.01,71.13,49.7,84.14,2.13,91.07,66.75
S3695,96.47,86.2,81.96,55.65,3.14,82.99,70.42
S3696,91.23,78.57,87.62,50.69,0.72,71.54,76.03
S3697,55.32,34.64,59.6,67.86,4.42,46.07,52.43
S3698,84.33,68.01,37.04,56.7,7.35,94.66,62.32
S3699,94.93,75.31,52.57,39.14,1.66,63.77,54.92
S3700,80.8,76.05,58.69,66.35,3.43,57.68,59.53
S3701,91.36,39.96,71.1,72.13,1.79,84.43,60.06
S3702,100.0,48.17,43.86,95.37,0.17,64.62,68.74
S3703,90.36,77.9,48.16,88.74,0.95,45.18,56.02
S3704,78.74,46.29,71.19,94.4,0.22,65.69,63.74
S3705,90.68,54.61,78.9,84.41,10.8,51.72,71.1
S3706,77.17,88.37,50.81,76.65,0.62,13.84,66.54
S3707,75.36,59.14,38.0,45.42,2.42,50.01,52.69
S3708,69.73,46.92,100.0,73.0,0.8,56.03,66.98
S3709,98.45,44.2,76.1,81.94,2.54,45.35,63.62
S3710,62.72,65.99,57.19,99.15,0.57,74.78,55.57
S3711,97.99,36.0,77.64,83.73,3.69,51.78,64.86
S3712,82.5,55.55,59.76,94.81,0.28,73.13,70.02
S3713,54.01,66.0,77.61,49.36,5.41,44.03,61.39
S3714,80.51,83.38,64.87,63.47,4.4,80.46,66.96
S3715,43.5,72.02,63.64,78.59,2.73,43.3,50.32
S3716,84.38,47.15,59.96,93.22,0.17,25.19,52.76
S3717,88.28,81.21,35.95,67.1,0.56,86.03,63.63
S3718,66.11,54.61,96.89,68.35,4.71,50.45,65.3
S3719,76.85,37.76,45.05,83.74,0.31,94.87,66.82
S3720,100.0,56.9,37.52,47.48,0.41,74.6,59.41
S3721,67.41,85.89,58.17,100.0,1.88,78.43,73.13
S3722,59.12,62.97,44.69,52.42,0.77,82.77,48.15
S3723,97.22,60.23,61.07,31.63,0.6,66.92,60.55
S3724,100.0,89.47,74.38,70.2,2.06,67.11,76.88
S3725,75.06,34.24,79.92,100.0,1.12,86.78,64.99
S3726,90.17,36.86,76.67,81.73,0.36,66.89,64.25
S3727,95.12,30.91,56.5,85.02,1.84,52.62,60.95
S3728,63.86,66.71,62.89,70.83,1.17,74.96,63.48
S3729,67.72,63.0,69.34,66.95,3.18,29.07,64.95
S3730,93.46,87.77,30.36,39.1,0.26,87.43,48.14
S3731,100.0,64.38,72.27,24.81,2.33,87.79,72.68
S3732,83.44,52.73,35.77,73.93,1.38,85.37,48.61
S3733,61.8,60.03,98.73,96.25,1.25,84.72,72.59
S3734,100.0,62.12,54.72,76.88,0.63,63.57,80.71
S3735,67.04,29.91,58.67,82.47,0.07,63.19,52.95
S3736,69.97,100.0,48.15,100.0,4.52,44.1,69.87
S3737,80.14,69.36,50.66,76.58,0.95,94.72,63.61
S3738,98.31,63.78,100.0,67.55,2.74,56.75,78.52
S3739,87.81,71.07,78.93,53.63,7.08,70.78,72.79
S3740,81.22,72.77,34.11,100.0,2.0,69.32,60.56
S3741,81.95,57.47,89.08,80.53,1.21,42.21,66.02
S3742,75.65,48.64,83.48,51.13,0.75,35.34,50.2
S3743,83.37,70.79,56.94,46.58,6.53,65.09,62.43
S3744,37.06,66.94,67.52,95.06,2.75,57.29,55.0
S3745,70.55,45.42,61.73,49.25,2.63,63.48,54.94
S3746,78.62,85.54,97.51,100.0,1.33,83.11,75.98
S3747,57.73,65.28,47.67,14.87,4.48,68.82,47.09
S3748,80.79,73.14,64.63,98.45,3.0,77.89,71.86
S3749,71.93,85.05,54.29,79.74,0.8,72.57,65.94
S3750,100.0,60.39,36.21,72.37,2.2,59.62,63.88
S3751,98.6,65.71,100.0,66.49,1.35,47.97,72.19
S3752,68.01,74.58,40.73,100.0,0.02,69.5,57.3
S3753,72.74,46.95,65.96,84.14,3.96,66.43,62.5
S3754,73.89,60.97,30.67,51.94,0.31,80.56,51.73
S3755,68.23,62.26,54.82,35.62,1.71,62.43,59.06
S3756,77.93,42.79,69.6,73.55,0.98,59.95,66.38
S3757,63.63,100.0,47.15,69.98,1.0,61.1,54.21
S3758,58.04,34.67,72.56,39.6,1.56,49.38,51.32
S3759,84.34,36.63,57.16,68.89,12.0,89.6,70.04
S3760,84.44,83.66,82.88,58.52,1.26,84.37,64.19
S3761,62.94,72.84,86.51,70.19,0.48,44.38,66.29
S3762,88.43,41.53,51.44,84.52,2.28,78.67,67.76
S3763,65.53,70.93,63.38,99.85,0.65,33.63,56.21
S3764,78.8,86.42,65.3,88.18,0.27,81.75,70.16
S3765,87.31,59.46,73.15,55.57,0.12,53.16,63.18
S3766,74.5,100.0,62.26,77.38,0.06,71.12,73.24
S3767,81.82,28.97,65.42,71.26,1.35,32.2,47.99
S3768,67.25,72.49,57.62,43.36,1.34,44.62,61.41
S3769,72.05,81.0,64.07,77.96,0.49,72.97,54.09
S3770,71.91,76.04,85.36,100.0,3.68,53.08,80.35
S3771,63.8,56.32,73.63,70.65,0.33,50.72,61.08
S3772,72.35,54.77,74.62,38.12,5.93,88.73,57.79
S3773,51.77,67.99,75.02,70.61,2.13,100.0,68.38
S3774,67.63,74.68,59.23,45.73,0.07,80.93,52.39
S3775,70.73,70.84,67.74,87.27,7.91,46.44,67.78
S3776,71.16,78.72,42.47,80.5,0.88,94.98,65.47
S3777,71.38,41.66,84.84,66.58,1.43,38.46,59.11
S3778,74.07,55.9,11.91,63.38,0.8,59.82,42.93
S3779,82.19,43.08,60.43,65.76,3.13,65.93,56.29
S3780,88.12,53.05,82.54,70.17,1.6,97.71,71.0
S3781,65.25,78.27,37.45,54.56,0.34,80.52,51.5
S3782,56.95,61.94,69.2,42.24,0.26,57.12,54.28
S3783,59.37,100.0,49.75,92.77,3.1,48.94,61.47
S3784,67.69,63.48,55.36,62.29,0.65,82.04,64.56
S3785,69.72,61.07,79.03,73.34,0.36,55.93,71.6
S3786,63.45,61.91,65.57,75.71,1.66,68.68,58.63
S3787,55.56,48.52,25.38,76.44,3.9,41.71,51.78
S3788,68.16,58.96,44.42,46.52,0.78,74.68,51.28
S3789,77.72,80.3,79.56,36.48,0.78,73.31,58.97
S3790,83.93,62.05,70.08,58.23,4.31,43.89,60.13
S3791,66.64,45.72,93.47,77.91,0.38,82.54,65.14
S3792,68.81,43.35,92.29,55.44,2.3,74.43,50.52
S3793,61.1,51.9,55.84,62.9,7.44,77.58,61.49
S3794,74.53,61.33,100.0,100.0,4.42,58.56,74.48
S3795,62.27,81.48,62.44,33.09,0.15,68.04,62.2
S3796,83.6,35.87,44.67,54.9,0.93,66.08,55.96
S3797,48.21,54.24,50.59,100.0,0.37,62.48,55.17
S3798,69.61,62.6,21.38,69.11,7.15,67.9,52.79
S3799,79.52,26.99,90.93,55.88,10.23,86.36,74.74
S3800,77.76,45.0,90.71,93.38,0.64,83.27,82.25
S3801,100.0,47.76,43.72,71.1,2.66,44.91,57.75
S3802,80.25,45.67,57.9,63.03,4.42,81.75,66.87
S3803,59.94,63.45,63.72,73.85,0.64,85.25,56.1
S3804,73.57,57.11,44.71,56.84,0.5,62.43,50.25
S3805,48.36,50.0,30.41,49.65,0.03,73.64,40.68
S3806,73.79,67.7,58.21,67.73,1.27,73.4,65.88
S3807,62.5,91.02,56.22,49.78,5.51,50.55,53.9
S3808,88.73,89.51,55.01,70.21,5.6,58.51,79.57
S3809,66.76,25.39,66.01,77.09,0.33,77.76,60.1
S3810,73.25,70.39,87.73,87.06,0.55,56.57,72.9
S3811,65.47,56.8,56.54,92.56,1.26,81.58,59.94
S3812,100.0,62.79,65.07,61.89,3.64,87.18,75.37
S3813,70.18,52.83,75.08,79.99,2.27,84.44,47.2
S3814,100.0,62.12,71.97,79.85,1.73,98.66,77.17
S3815,87.21,62.73,50.94,76.56,2.15,63.46,64.4
S3816,82.23,49.58,63.73,60.41,0.24,68.01,47.89
S3817,80.53,43.87,71.86,49.44,1.56,70.45,60.95
S3818,80.91,51.92,41.69,80.04,11.61,63.97,66.7
S3819,46.08,64.22,84.74,35.86,0.22,74.22,43.1
S3820,70.82,70.78,87.77,64.64,1.76,35.91,56.46
S3821,87.68,75.36,48.99,18.93,0.84,68.48,69.28
S3822,74.27,51.1,65.49,43.27,1.86,41.58,52.35
S3823,53.92,65.11,73.56,52.46,2.05,48.64,60.82
S3824,74.21,77.33,52.18,91.93,2.07,77.46,73.78
S3825,100.0,80.98,70.67,83.76,4.59,61.62,78.71
S3826,93.7,58.94,64.94,58.92,1.19,76.86,71.42
S3827,74.07,56.02,35.58,84.59,1.74,61.25,43.84
S3828,89.27,63.44,70.26,87.75,0.03,83.81,69.23
S3829,69.5,39.31,42.2,66.79,3.74,60.94,33.17
S3830,49.44,56.52,78.91,42.31,0.72,31.77,38.85
S3831,61.13,73.4,49.92,65.84,4.07,68.83,55.47
S3832,98.44,71.56,59.1,68.04,0.74,28.13,60.14
S3833,70.89,55.14,86.7,45.35,0.03,40.3,57.18
S3834,71.35,63.92,70.93,77.34,0.4,49.99,61.49
S3835,70.5,45.16,42.57,75.6,10.19,47.87,57.2
S3836,100.0,72.66,43.73,78.9,0.92,55.73,67.2
S3837,99.39,58.6,51.21,75.58,0.28,47.28,65.01
S3838,100.0,55.03,69.1,84.6,0.3,41.1,61.02
S3839,72.61,53.49,68.45,66.41,0.89,91.21,57.72
S3840,79.43,58.87,46.82,74.04,0.09,53.47,57.27
S3841,52.25,51.94,40.99,62.05,1.72,27.08,44.39
S3842,97.15,71.85,67.07,58.31,0.58,58.86,60.5
S3843,57.48,52.88,58.73,96.76,1.76,45.88,63.16
S3844,78.25,88.67,100.0,29.12,0.36,49.96,71.19
S3845,58.54,86.37,62.66,87.54,1.35,77.08,60.8
S3846,66.17,43.95,94.66,57.59,2.19,57.38,58.48
S3847,62.44,61.25,40.93,55.0,0.15,45.41,60.97
S3848,65.88,48.29,33.68,75.23,1.22,72.59,52.98
S3849,66.91,54.12,41.84,40.21,0.86,84.55,53.21
S3850,66.78,96.04,83.4,53.68,0.66,74.13,64.72
S3851,87.5,54.46,93.61,53.02,2.23,23.29,61.01
S3852,58.43,66.48,47.92,65.57,2.13,46.05,62.06
S3853,78.31,69.74,53.71,53.92,2.39,65.81,60.81
S3854,93.27,41.99,40.96,100.0,0.42,60.85,60.77
S3855,67.3,44.61,29.39,100.0,0.81,59.44,53.02
S3856,64.23,38.29,74.93,29.56,0.56,48.29,63.52
S3857,71.54,44.05,66.01,80.89,1.87,41.11,57.31
S3858,92.7,8.7,62.19,87.17,1.48,99.13,56.1
S3859,77.91,69.8,36.8,80.86,0.96,65.46,56.02
S3860,67.03,96.98,91.52,56.84,3.7,75.92,77.11
S3861,82.26,62.66,52.94,65.12,0.24,65.11,51.51
S3862,58.47,34.51,71.61,55.03,8.84,65.79,57.8
S3863,85.22,48.43,35.82,61.59,0.3,63.94,49.59
S3864,81.13,51.74,58.57,45.8,3.56,45.95,44.44
S3865,70.38,41.68,67.24,67.7,1.1,39.25,48.13
S3866,62.42,75.48,67.89,39.94,4.81,71.57,60.0
S3867,61.7,74.58,64.78,66.0,0.18,68.19,68.48
S3868,83.02,39.2,70.9,45.03,1.13,80.95,63.67
S3869,93.43,73.05,41.65,74.14,0.98,77.5,63.9
S3870,65.44,87.48,65.55,56.41,11.96,51.26,72.37
S3871,81.88,94.25,64.05,75.81,10.17,84.25,74.87
S3872,43.69,100.0,66.17,91.63,0.51,78.01,57.16
S3873,66.23,43.76,63.3,100.0,2.39,76.74,61.96
S3874,74.53,100.0,39.08,19.44,1.84,100.0,51.25
S3875,61.35,53.62,38.28,53.32,0.4,99.75,56.64
S3876,60.95,49.34,22.14,63.94,0.44,76.73,51.85
S3877,64.98,65.89,76.72,79.21,10.88,74.61,64.27
S3878,79.38,49.52,76.9,36.99,1.45,83.39,60.61
S3879,72.19,67.18,77.18,50.36,0.32,55.07,60.96
S3880,41.43,36.24,67.52,72.61,0.58,55.31,53.05
S3881,43.19,55.7,23.6,71.7,0.75,76.45,37.96
S3882,65.9,83.14,43.52,77.55,1.72,50.44,62.94
S3883,81.87,58.97,65.07,78.87,0.98,75.08,57.2
S3884,33.79,62.55,64.44,76.77,1.46,67.67,57.52
S3885,67.5,68.55,57.99,73.87,0.44,50.44,64.91
S3886,67.11,81.07,68.64,71.11,0.95,65.44,60.39
S3887,95.83,30.21,62.21,83.3,0.17,87.19,71.05
S3888,69.22,70.52,64.17,25.21,5.29,66.4,47.87
S3889,80.74,55.17,50.5,100.0,0.53,66.47,69.83
S3890,77.12,63.0,79.68,25.91,3.39,70.59,69.09
S3891,43.04,79.08,54.25,48.42,1.03,72.81,54.56
S3892,86.52,38.5,38.05,65.46,1.54,59.38,52.3
